Link,Bedrooms,Bathrooms,Area_m2,Price_per_meter,Address,City,Location_1,Location_2,Unit,Type,Rent_Sale
https://www.propertysorted.com/buy/listing/ad-compound-la-vista-cascada-bedrooms-1-sqm-88-property-type-chalet,1.0,,88.0,128108.0,"La Vista Cascada, North Coast, Egypt",Alexandria,North Coast,La Vista Cascada,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-playa-ghazala-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,91673.0,"Playa Ghazala, North Coast, Egypt",Alexandria,North Coast,Playa Ghazala,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-lasirena-north-coast-bedrooms-2-sqm-105-property-type-chalet,2.0,,105.0,93953.0,"Lasirena North Coast, North Coast, Egypt",Alexandria,North Coast,Lasirena North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-la-vista-cascada-bedrooms-4-sqm-185-property-type-chalet,4.0,,185.0,128108.0,"La Vista Cascada, North Coast, Egypt",Alexandria,North Coast,La Vista Cascada,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-coral-hills-bedrooms-1-sqm-65-property-type-chalet,1.0,,65.0,64516.0,"Coral Hills, North Coast, Egypt",Alexandria,North Coast,Coral Hills,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-glim-bedrooms-1-sqm-130-property-type-chalet,1.0,,130.0,34000.0,"Glim, North Coast, Egypt",Alexandria,North Coast,Glim,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-la-vista-cascada-bedrooms-5-sqm-185-property-type-chalet,5.0,,185.0,128108.0,"La Vista Cascada, North Coast, Egypt",Alexandria,North Coast,La Vista Cascada,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-coral-hills-bedrooms-5-sqm-127-property-type-chalet,5.0,,127.0,64516.0,"Coral Hills, North Coast, Egypt",Alexandria,North Coast,Coral Hills,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-azzar-north-coast-bedrooms-1-sqm-130-property-type-chalet,1.0,,130.0,63077.0,"Azzar North Coast, North Coast, Egypt",Alexandria,North Coast,Azzar North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-remas-north-coast-bedrooms-1-sqm-85-property-type-chalet,1.0,,85.0,34667.0,"Remas North Coast, North Coast, Egypt",Alexandria,North Coast,Remas North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-med-bedrooms-6-sqm-390-property-type-chalet,6.0,,390.0,112476.0,"The Med, North Coast, Egypt",Alexandria,North Coast,The Med,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marseilia-beach-3-bedrooms-1-sqm-70-property-type-chalet,1.0,,70.0,60870.0,"Marseilia Beach 3, North Coast, Egypt",Alexandria,North Coast,Marseilia Beach 3,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-koun-bedrooms-3-sqm-110-property-type-chalet,3.0,,110.0,86012.0,"Koun, North Coast, Egypt",Alexandria,North Coast,Koun,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stella-heights-bedrooms-4-sqm-120-property-type-chalet,4.0,,120.0,42500.0,"Stella Heights, North Coast, Egypt",Alexandria,North Coast,Stella Heights,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-june-bedrooms-5-sqm-229-property-type-chalet,5.0,,229.0,184167.0,"June, North Coast, Egypt",Alexandria,North Coast,June,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-cali-coast-bedrooms-5-sqm-95-property-type-chalet,5.0,,95.0,95550.0,"Cali Coast, North Coast, Egypt",Alexandria,North Coast,Cali Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-palm-hills-new-alamein-bedrooms-3-sqm-143-property-type-chalet,3.0,,143.0,86118.0,"Palm Hills New Alamein, North Coast, Egypt",Alexandria,North Coast,Palm Hills New Alamein,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-ramla-bedrooms-2-sqm-130-property-type-chalet,2.0,,130.0,138462.0,"Ramla, North Coast, Egypt",Alexandria,North Coast,Ramla,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-telal-north-coast-bedrooms-6-sqm-112-property-type-chalet,6.0,,112.0,103259.0,"Telal North Coast, North Coast, Egypt",Alexandria,North Coast,Telal North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-west-bedrooms-6-sqm-221-property-type-chalet,6.0,,221.0,122807.0,"Hacienda West, North Coast, Egypt",Alexandria,North Coast,Hacienda West,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-porto-marina-bedrooms-6-sqm-80-property-type-chalet,6.0,,80.0,46333.0,"Porto Marina, North Coast, Egypt",Alexandria,North Coast,Porto Marina,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-alura-bedrooms-2-sqm-112-property-type-chalet,2.0,,112.0,64019.0,"Alura, North Coast, Egypt",Alexandria,North Coast,Alura,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-bay-bedrooms-5-sqm-230-property-type-chalet,5.0,,230.0,84746.0,"Hacienda Bay, North Coast, Egypt",Alexandria,North Coast,Hacienda Bay,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-remas-north-coast-bedrooms-2-sqm-75-property-type-chalet,2.0,,75.0,34667.0,"Remas North Coast, North Coast, Egypt",Alexandria,North Coast,Remas North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-coral-hills-bedrooms-4-sqm-170-property-type-chalet,4.0,,170.0,64516.0,"Coral Hills, North Coast, Egypt",Alexandria,North Coast,Coral Hills,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-salt-north-coast-bedrooms-1-sqm-80-property-type-chalet,1.0,,80.0,95238.0,"Salt North Coast, North Coast, Egypt",Alexandria,North Coast,Salt North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marina-4-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,51852.0,"Marina 4, North Coast, Egypt",Alexandria,North Coast,Marina 4,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-remas-north-coast-bedrooms-3-sqm-200-property-type-chalet,3.0,,200.0,34667.0,"Remas North Coast, North Coast, Egypt",Alexandria,North Coast,Remas North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marina-2-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,176829.0,"Marina 2, North Coast, Egypt",Alexandria,North Coast,Marina 2,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-shorouk-bedrooms-4-sqm-120-property-type-chalet,4.0,,120.0,43511.0,"El Shorouk, North Coast, Egypt",Cairo,North Coast,El Shorouk,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-ramla-bedrooms-5-sqm-158-property-type-chalet,5.0,,158.0,138462.0,"Ramla, North Coast, Egypt",Alexandria,North Coast,Ramla,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-cecilia-lagoons-bedrooms-5-sqm-250-property-type-chalet,5.0,,250.0,87875.0,"Cecilia Lagoons, North Coast, Egypt",Alexandria,North Coast,Cecilia Lagoons,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-porto-matrouh-bedrooms-2-sqm-75-property-type-chalet,2.0,,75.0,28000.0,"Porto Matrouh, North Coast, Egypt",Alexandria,North Coast,Porto Matrouh,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-amwaj-bedrooms-4-sqm-150-property-type-chalet,4.0,,150.0,78261.0,"Amwaj, North Coast, Egypt",Alexandria,North Coast,Amwaj,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-white-bedrooms-5-sqm-400-property-type-chalet,5.0,,400.0,158537.0,"Hacienda White, North Coast, Egypt",Alexandria,North Coast,Hacienda White,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-glim-bedrooms-5-sqm-240-property-type-chalet,5.0,,240.0,34000.0,"Glim, North Coast, Egypt",Alexandria,North Coast,Glim,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-cali-coast-bedrooms-6-sqm-86-property-type-chalet,6.0,,86.0,95550.0,"Cali Coast, North Coast, Egypt",Alexandria,North Coast,Cali Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-la-vista-cascada-bedrooms-2-sqm-110-property-type-chalet,2.0,,110.0,128108.0,"La Vista Cascada, North Coast, Egypt",Alexandria,North Coast,La Vista Cascada,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-zoya-ghazala-bay-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,58333.0,"Zoya Ghazala Bay, North Coast, Egypt",Alexandria,North Coast,Zoya Ghazala Bay,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-glim-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,34000.0,"Glim, North Coast, Egypt",Alexandria,North Coast,Glim,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-playa-ghazala-bedrooms-5-sqm-290-property-type-chalet,5.0,,290.0,91673.0,"Playa Ghazala, North Coast, Egypt",Alexandria,North Coast,Playa Ghazala,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-lotus-bedrooms-3-sqm-200-property-type-chalet,3.0,,200.0,33429.0,"Lotus, North Coast, Egypt",Alexandria,North Coast,Lotus,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-ghazala-bay-bedrooms-3-sqm-145-property-type-chalet,3.0,,145.0,102217.0,"Ghazala Bay, North Coast, Egypt",Alexandria,North Coast,Ghazala Bay,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-la-vista-bay-north-coast-bedrooms-3-sqm-150-property-type-chalet,3.0,,150.0,140000.0,"La Vista Bay North Coast, North Coast, Egypt",Alexandria,North Coast,La Vista Bay North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-cali-coast-bedrooms-2-sqm-86-property-type-chalet,2.0,,86.0,95550.0,"Cali Coast, North Coast, Egypt",Alexandria,North Coast,Cali Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-la-vista-ras-el-hikma-bedrooms-5-sqm-400-property-type-chalet,5.0,,400.0,116667.0,"La Vista Ras El Hikma, North Coast, Egypt",Alexandria,North Coast,La Vista Ras El Hikma,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-direction-white-bedrooms-1-sqm-70-property-type-chalet,1.0,,70.0,73333.0,"Direction White, North Coast, Egypt",Alexandria,North Coast,Direction White,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-jefaira-bedrooms-3-sqm-108-property-type-chalet,3.0,,108.0,86820.0,"Jefaira, North Coast, Egypt",Alexandria,North Coast,Jefaira,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-fouka-bay-bedrooms-6-sqm-110-property-type-chalet,6.0,,110.0,115591.0,"Fouka Bay, North Coast, Egypt",Alexandria,North Coast,Fouka Bay,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-carthage-bedrooms-1-sqm-65-property-type-chalet,1.0,,65.0,58333.0,"Carthage, North Coast, Egypt",Alexandria,North Coast,Carthage,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-summer-bedrooms-3-sqm-134-property-type-chalet,3.0,,134.0,104205.0,"Summer, North Coast, Egypt",Alexandria,North Coast,Summer,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mountain-view-ras-el-hikma-bedrooms-1-sqm-70-property-type-chalet,1.0,,70.0,95133.0,"Mountain View Ras El Hikma, North Coast, Egypt",Alexandria,North Coast,Mountain View Ras El Hikma,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-katameya-coast-bedrooms-6-sqm-270-property-type-chalet,6.0,,270.0,107344.0,"Katameya Coast, North Coast, Egypt",Cairo,North Coast,Katameya Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-silver-sands-bedrooms-6-sqm-381-property-type-chalet,6.0,,381.0,195402.0,"Silver Sands, North Coast, Egypt",Alexandria,North Coast,Silver Sands,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-masaya-bedrooms-5-sqm-365-property-type-chalet,5.0,,365.0,90850.0,"Masaya, North Coast, Egypt",Alexandria,North Coast,Masaya,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marsa-baghush-bedrooms-1-sqm-115-property-type-chalet,1.0,,115.0,107143.0,"Marsa Baghush, North Coast, Egypt",Alexandria,North Coast,Marsa Baghush,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-med-bedrooms-3-sqm-170-property-type-chalet,3.0,,170.0,112476.0,"The Med, North Coast, Egypt",Alexandria,North Coast,The Med,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-zahra-bedrooms-5-sqm-250-property-type-chalet,5.0,,250.0,73417.0,"Zahra, North Coast, Egypt",Alexandria,North Coast,Zahra,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marseilia-beach-3-bedrooms-2-sqm-95-property-type-chalet,2.0,,95.0,60870.0,"Marseilia Beach 3, North Coast, Egypt",Alexandria,North Coast,Marseilia Beach 3,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-il-latini-new-alamein-bedrooms-5-sqm-235-property-type-chalet,5.0,,235.0,41716.0,"Il Latini New Alamein, North Coast, Egypt",Alexandria,North Coast,Il Latini New Alamein,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-waters-bedrooms-3-sqm-141-property-type-chalet,3.0,,141.0,134861.0,"Hacienda Waters, North Coast, Egypt",Alexandria,North Coast,Hacienda Waters,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-seashore-bedrooms-1-sqm-67-property-type-chalet,1.0,,67.0,123000.0,"Seashore, North Coast, Egypt",Alexandria,North Coast,Seashore,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-red-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,128889.0,"Hacienda Red, North Coast, Egypt",Alexandria,North Coast,Hacienda Red,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marseilia-beach-5-bedrooms-3-sqm-95-property-type-chalet,3.0,,95.0,82368.0,"Marseilia Beach 5, North Coast, Egypt",Alexandria,North Coast,Marseilia Beach 5,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-koun-bedrooms-1-sqm-60-property-type-chalet,1.0,,60.0,86012.0,"Koun, North Coast, Egypt",Alexandria,North Coast,Koun,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-direction-white-bedrooms-5-sqm-452-property-type-chalet,5.0,,452.0,73333.0,"Direction White, North Coast, Egypt",Alexandria,North Coast,Direction White,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-agora-bedrooms-3-sqm-170-property-type-chalet,3.0,,170.0,23529.0,"Agora, North Coast, Egypt",Alexandria,North Coast,Agora,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-cecilia-lagoons-bedrooms-4-sqm-135-property-type-chalet,4.0,,135.0,87875.0,"Cecilia Lagoons, North Coast, Egypt",Alexandria,North Coast,Cecilia Lagoons,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-bianchi-bedrooms-1-sqm-70-property-type-chalet,1.0,,70.0,93182.0,"Bianchi, North Coast, Egypt",Alexandria,North Coast,Bianchi,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-glim-bedrooms-4-sqm-250-property-type-chalet,4.0,,250.0,34000.0,"Glim, North Coast, Egypt",Alexandria,North Coast,Glim,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-palm-hills-new-alamein-bedrooms-1-sqm-71-property-type-chalet,1.0,,71.0,86118.0,"Palm Hills New Alamein, North Coast, Egypt",Alexandria,North Coast,Palm Hills New Alamein,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stella-heights-bedrooms-5-sqm-120-property-type-chalet,5.0,,120.0,42500.0,"Stella Heights, North Coast, Egypt",Alexandria,North Coast,Stella Heights,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-masaya-bedrooms-3-sqm-154-property-type-chalet,3.0,,154.0,90850.0,"Masaya, North Coast, Egypt",Alexandria,North Coast,Masaya,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-porto-matrouh-bedrooms-1-sqm-75-property-type-chalet,1.0,,75.0,28000.0,"Porto Matrouh, North Coast, Egypt",Alexandria,North Coast,Porto Matrouh,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-waters-bedrooms-5-sqm-160-property-type-chalet,5.0,,160.0,134861.0,"Hacienda Waters, North Coast, Egypt",Alexandria,North Coast,Hacienda Waters,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-jefaira-bedrooms-6-sqm-86-property-type-chalet,6.0,,86.0,86820.0,"Jefaira, North Coast, Egypt",Alexandria,North Coast,Jefaira,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mountain-view-ras-el-hikma-bedrooms-2-sqm-92-property-type-chalet,2.0,,92.0,95133.0,"Mountain View Ras El Hikma, North Coast, Egypt",Alexandria,North Coast,Mountain View Ras El Hikma,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-cecilia-lagoons-bedrooms-2-sqm-100-property-type-chalet,2.0,,100.0,87875.0,"Cecilia Lagoons, North Coast, Egypt",Alexandria,North Coast,Cecilia Lagoons,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-d-bay-bedrooms-5-sqm-100-property-type-chalet,5.0,,100.0,114743.0,"D Bay, North Coast, Egypt",Alexandria,North Coast,D Bay,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-golf-porto-marina-bedrooms-5-sqm-120-property-type-chalet,5.0,,120.0,46891.0,"Golf Porto Marina, North Coast, Egypt",Alexandria,North Coast,Golf Porto Marina,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marseilia-beach-4-bedrooms-3-sqm-135-property-type-chalet,3.0,,135.0,70000.0,"Marseilia Beach 4, North Coast, Egypt",Alexandria,North Coast,Marseilia Beach 4,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-downtown-new-alamein-bedrooms-3-sqm-322-property-type-chalet,3.0,,322.0,54627.0,"Downtown New Alamein, North Coast, Egypt",Alexandria,North Coast,Downtown New Alamein,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-sea-view-bedrooms-4-sqm-85-property-type-chalet,4.0,,85.0,95322.0,"Sea View, North Coast, Egypt",Alexandria,North Coast,Sea View,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-beit-al-bahr-bedrooms-2-sqm-200-property-type-chalet,2.0,,200.0,120380.0,"Beit Al Bahr, North Coast, Egypt",Alexandria,North Coast,Beit Al Bahr,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-seashell-bedrooms-4-sqm-440-property-type-chalet,4.0,,440.0,83333.0,"Seashell, North Coast, Egypt",Alexandria,North Coast,Seashell,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-alura-bedrooms-5-sqm-147-property-type-chalet,5.0,,147.0,64019.0,"Alura, North Coast, Egypt",Alexandria,North Coast,Alura,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-seashore-bedrooms-3-sqm-130-property-type-chalet,3.0,,130.0,123000.0,"Seashore, North Coast, Egypt",Alexandria,North Coast,Seashore,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-la-vista-bay-north-coast-bedrooms-1-sqm-95-property-type-chalet,1.0,,95.0,140000.0,"La Vista Bay North Coast, North Coast, Egypt",Alexandria,North Coast,La Vista Bay North Coast,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-masaya-bedrooms-6-sqm-300-property-type-chalet,6.0,,300.0,90850.0,"Masaya, North Coast, Egypt",Alexandria,North Coast,Masaya,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-caesar-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,123529.0,"Caesar, North Coast, Egypt",Alexandria,North Coast,Caesar,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marseilia-beach-4-bedrooms-6-sqm-135-property-type-chalet,6.0,,135.0,70000.0,"Marseilia Beach 4, North Coast, Egypt",Alexandria,North Coast,Marseilia Beach 4,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marina-5-bedrooms-6-sqm-210-property-type-chalet,6.0,,210.0,32847.0,"Marina 5, North Coast, Egypt",Alexandria,North Coast,Marina 5,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-downtown-new-alamein-bedrooms-2-sqm-157-property-type-chalet,2.0,,157.0,54627.0,"Downtown New Alamein, North Coast, Egypt",Alexandria,North Coast,Downtown New Alamein,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-lyv-caesar-bedrooms-1-sqm-70-property-type-chalet,1.0,,70.0,105882.0,"LYV Caesar, North Coast, Egypt",Alexandria,North Coast,LYV Caesar,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marsa-baghush-bedrooms-3-sqm-170-property-type-chalet,3.0,,170.0,107143.0,"Marsa Baghush, North Coast, Egypt",Alexandria,North Coast,Marsa Baghush,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-naia-bay-bedrooms-2-sqm-115-property-type-chalet,2.0,,115.0,117391.0,"Naia Bay, North Coast, Egypt",Alexandria,North Coast,Naia Bay,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marassi-bedrooms-4-sqm-155-property-type-chalet,4.0,,155.0,154412.0,"Marassi, North Coast, Egypt",Alexandria,North Coast,Marassi,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-heneish-bedrooms-2-sqm-100-property-type-chalet,2.0,,100.0,120968.0,"Hacienda Heneish, North Coast, Egypt",Alexandria,North Coast,Hacienda Heneish,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marina-5-bedrooms-1-sqm-80-property-type-chalet,1.0,,80.0,32847.0,"Marina 5, North Coast, Egypt",Alexandria,North Coast,Marina 5,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-downtown-new-alamein-bedrooms-4-sqm-330-property-type-chalet,4.0,,330.0,54627.0,"Downtown New Alamein, North Coast, Egypt",Alexandria,North Coast,Downtown New Alamein,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-red-bedrooms-3-sqm-180-property-type-chalet,3.0,,180.0,128889.0,"Hacienda Red, North Coast, Egypt",Alexandria,North Coast,Hacienda Red,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-silver-sands-bedrooms-3-sqm-120-property-type-chalet,3.0,,120.0,195402.0,"Silver Sands, North Coast, Egypt",Alexandria,North Coast,Silver Sands,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-marseilia-beach-4-bedrooms-2-sqm-95-property-type-chalet,2.0,,95.0,70000.0,"Marseilia Beach 4, North Coast, Egypt",Alexandria,North Coast,Marseilia Beach 4,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-il-latini-new-alamein-bedrooms-3-sqm-141-property-type-chalet,3.0,,141.0,41716.0,"Il Latini New Alamein, North Coast, Egypt",Alexandria,North Coast,Il Latini New Alamein,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mazarine-bedrooms-4-sqm-200-property-type-chalet,4.0,,200.0,58192.0,"Mazarine, North Coast, Egypt",Alexandria,North Coast,Mazarine,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-north-edge-towers-bedrooms-3-sqm-182-property-type-chalet,3.0,,182.0,85714.0,"North Edge Towers, North Coast, Egypt",Alexandria,North Coast,North Edge Towers,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-bianchi-bedrooms-3-sqm-150-property-type-chalet,3.0,,150.0,93182.0,"Bianchi, North Coast, Egypt",Alexandria,North Coast,Bianchi,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-gaia-bedrooms-6-sqm-91-property-type-chalet,6.0,,91.0,69741.0,"Gaia, North Coast, Egypt",Alexandria,North Coast,Gaia,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-ghazala-bay-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,102217.0,"Ghazala Bay, North Coast, Egypt",Alexandria,North Coast,Ghazala Bay,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-white-bedrooms-6-sqm-200-property-type-chalet,6.0,,200.0,158537.0,"Hacienda White, North Coast, Egypt",Alexandria,North Coast,Hacienda White,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-il-latini-new-alamein-bedrooms-2-sqm-120-property-type-chalet,2.0,,120.0,41716.0,"Il Latini New Alamein, North Coast, Egypt",Alexandria,North Coast,Il Latini New Alamein,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-north-edge-towers-bedrooms-5-sqm-351-property-type-chalet,5.0,,351.0,85714.0,"North Edge Towers, North Coast, Egypt",Alexandria,North Coast,North Edge Towers,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-golf-porto-marina-bedrooms-6-sqm-80-property-type-chalet,6.0,,80.0,46891.0,"Golf Porto Marina, North Coast, Egypt",Alexandria,North Coast,Golf Porto Marina,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hacienda-waters-bedrooms-6-sqm-154-property-type-chalet,6.0,,154.0,134861.0,"Hacienda Waters, North Coast, Egypt",Alexandria,North Coast,Hacienda Waters,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-silver-sands-bedrooms-2-sqm-127-property-type-chalet,2.0,,127.0,195402.0,"Silver Sands, North Coast, Egypt",Alexandria,North Coast,Silver Sands,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-gaia-bedrooms-1-sqm-54-property-type-chalet,1.0,,54.0,69741.0,"Gaia, North Coast, Egypt",Alexandria,North Coast,Gaia,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mazarine-bedrooms-2-sqm-144-property-type-chalet,2.0,,144.0,58192.0,"Mazarine, North Coast, Egypt",Alexandria,North Coast,Mazarine,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-june-bedrooms-2-sqm-116-property-type-chalet,2.0,,116.0,184167.0,"June, North Coast, Egypt",Alexandria,North Coast,June,Chalet,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-amwaj-bedrooms-5-sqm-115-property-type-chalet,5.0,,115.0,78261.0,"Amwaj, North Coast, Egypt",Alexandria,North Coast,Amwaj,Chalet,Residential,Sale
