Link,Bedrooms,Bathrooms,Area_m2,Price_per_meter,Address,City,Location_1,Location_2,Unit,Type,Rent_Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-patio-oro-bedrooms-4-sqm-230-property-type-apartment,4.0,,230.0,66265.0,"El Patio Oro, New Cairo, Egypt",Cairo,New Cairo,El Patio Oro,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-banafseg-4-bedrooms-2-sqm-200-property-type-apartment,2.0,,200.0,30000.0,"El Banafseg 4, New Cairo, Egypt",Cairo,New Cairo,El Banafseg 4,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-gardenia-heights-bedrooms-4-sqm-208-property-type-apartment,4.0,,208.0,40896.0,"Gardenia Heights, New Cairo, Egypt",Cairo,New Cairo,Gardenia Heights,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-gardenia-heights-bedrooms-3-sqm-180-property-type-apartment,3.0,,180.0,40896.0,"Gardenia Heights, New Cairo, Egypt",Cairo,New Cairo,Gardenia Heights,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-valencia-valley-bedrooms-1-sqm-55-property-type-apartment,1.0,,55.0,58957.0,"Valencia Valley, New Cairo, Egypt",Cairo,New Cairo,Valencia Valley,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-moon-valley-bedrooms-1-sqm-69-property-type-apartment,1.0,,69.0,62284.0,"Moon Valley, New Cairo, Egypt",Cairo,New Cairo,Moon Valley,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-banafseg-11-bedrooms-4-sqm-220-property-type-apartment,4.0,,220.0,37209.0,"El Banafseg 11, New Cairo, Egypt",Cairo,New Cairo,El Banafseg 11,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-banafseg-10-bedrooms-2-sqm-240-property-type-apartment,2.0,,240.0,34286.0,"El Banafseg 10, New Cairo, Egypt",Cairo,New Cairo,El Banafseg 10,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-lake-view-residence-2-bedrooms-5-sqm-305-property-type-apartment,5.0,,305.0,101657.0,"Lake View Residence 2, New Cairo, Egypt",Cairo,New Cairo,Lake View Residence 2,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hyde-park-bedrooms-5-sqm-253-property-type-apartment,5.0,,253.0,80208.0,"Hyde Park, New Cairo, Egypt",Cairo,New Cairo,Hyde Park,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-suez-road-bedrooms-2-sqm-120-property-type-apartment,2.0,,120.0,72903.0,"Suez Road, New Cairo, Egypt",Cairo,New Cairo,Suez Road,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-5a-by-the-waterway-bedrooms-4-sqm-316-property-type-apartment,4.0,,316.0,113362.0,"5a By The Waterway, New Cairo, Egypt",Cairo,New Cairo,5a By The Waterway,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-suez-road-bedrooms-1-sqm-81-property-type-apartment,1.0,,81.0,72903.0,"Suez Road, New Cairo, Egypt",Cairo,New Cairo,Suez Road,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-nakheel-new-cairo-bedrooms-6-sqm-500-property-type-apartment,6.0,,500.0,37297.0,"Nakheel New Cairo, New Cairo, Egypt",Cairo,New Cairo,Nakheel New Cairo,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-peerage-bedrooms-2-sqm-127-property-type-apartment,2.0,,127.0,60303.0,"Peerage, New Cairo, Egypt",Cairo,New Cairo,Peerage,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-north-teseen-street-bedrooms-4-sqm-200-property-type-apartment,4.0,,200.0,28000.0,"North Teseen Street, New Cairo, Egypt",Cairo,New Cairo,North Teseen Street,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-solana-east-bedrooms-3-sqm-200-property-type-apartment,3.0,,200.0,151377.0,"Solana East, New Cairo, Egypt",Cairo,New Cairo,Solana East,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-moon-valley-bedrooms-4-sqm-133-property-type-apartment,4.0,,133.0,62284.0,"Moon Valley, New Cairo, Egypt",Cairo,New Cairo,Moon Valley,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-palm-hills-new-cairo-bedrooms-3-sqm-183-property-type-apartment,3.0,,183.0,125115.0,"Palm Hills New Cairo, New Cairo, Egypt",Cairo,New Cairo,Palm Hills New Cairo,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-patio-oro-bedrooms-5-sqm-242-property-type-apartment,5.0,,242.0,66265.0,"El Patio Oro, New Cairo, Egypt",Cairo,New Cairo,El Patio Oro,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-new-narges-bedrooms-4-sqm-195-property-type-apartment,4.0,,195.0,31667.0,"New Narges, New Cairo, Egypt",Cairo,New Cairo,New Narges,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-cairo-festival-city-bedrooms-1-sqm-90-property-type-apartment,1.0,,90.0,118561.0,"Cairo Festival City, New Cairo, Egypt",Cairo,New Cairo,Cairo Festival City,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-suez-road-bedrooms-3-sqm-150-property-type-apartment,3.0,,150.0,72903.0,"Suez Road, New Cairo, Egypt",Cairo,New Cairo,Suez Road,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-banafseg-6-bedrooms-5-sqm-300-property-type-apartment,5.0,,300.0,38636.0,"El Banafseg 6, New Cairo, Egypt",Cairo,New Cairo,El Banafseg 6,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-swan-lake-residence-bedrooms-5-sqm-317-property-type-apartment,5.0,,317.0,99556.0,"Swan Lake Residence, New Cairo, Egypt",Cairo,New Cairo,Swan Lake Residence,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-new-narges-bedrooms-6-sqm-325-property-type-apartment,6.0,,325.0,31667.0,"New Narges, New Cairo, Egypt",Cairo,New Cairo,New Narges,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-blanks-bedrooms-3-sqm-179-property-type-apartment,3.0,,179.0,121154.0,"Blanks, New Cairo, Egypt",Cairo,New Cairo,Blanks,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-5a-by-the-waterway-bedrooms-3-sqm-230-property-type-apartment,3.0,,230.0,113362.0,"5a By The Waterway, New Cairo, Egypt",Cairo,New Cairo,5a By The Waterway,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-nakheel-new-cairo-bedrooms-2-sqm-100-property-type-apartment,2.0,,100.0,37297.0,"Nakheel New Cairo, New Cairo, Egypt",Cairo,New Cairo,Nakheel New Cairo,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-banafseg-6-bedrooms-2-sqm-150-property-type-apartment,2.0,,150.0,38636.0,"El Banafseg 6, New Cairo, Egypt",Cairo,New Cairo,El Banafseg 6,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-al-narges-5-bedrooms-4-sqm-300-property-type-apartment,4.0,,300.0,32500.0,"Al Narges 5, New Cairo, Egypt",Cairo,New Cairo,Al Narges 5,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-katameya-residence-bedrooms-5-sqm-350-property-type-apartment,5.0,,350.0,71429.0,"Katameya Residence, New Cairo, Egypt",Cairo,New Cairo,Katameya Residence,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-new-narges-bedrooms-3-sqm-160-property-type-apartment,3.0,,160.0,31667.0,"New Narges, New Cairo, Egypt",Cairo,New Cairo,New Narges,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-talaat-mostafa-st-bedrooms-2-sqm-90-property-type-apartment,2.0,,90.0,55808.0,"Talaat Mostafa St, New Cairo, Egypt",Cairo,New Cairo,Talaat Mostafa St,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stone-residence-bedrooms-6-sqm-275-property-type-apartment,6.0,,275.0,45143.0,"Stone Residence, Katameya, Egypt",Cairo,Katameya,Stone Residence,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-akhnaton-st-bedrooms-2-sqm-130-property-type-apartment,2.0,,130.0,31053.0,"Akhnaton St, New Cairo, Egypt",Cairo,New Cairo,Akhnaton St,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-katameya-residence-bedrooms-3-sqm-240-property-type-apartment,3.0,,240.0,71429.0,"Katameya Residence, New Cairo, Egypt",Cairo,New Cairo,Katameya Residence,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-banafseg-4-bedrooms-1-sqm-150-property-type-apartment,1.0,,150.0,30000.0,"El Banafseg 4, New Cairo, Egypt",Cairo,New Cairo,El Banafseg 4,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-highland-park-bedrooms-2-sqm-160-property-type-apartment,2.0,,160.0,37419.0,"Highland Park, New Cairo, Egypt",Cairo,New Cairo,Highland Park,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-new-narges-bedrooms-5-sqm-270-property-type-apartment,5.0,,270.0,31667.0,"New Narges, New Cairo, Egypt",Cairo,New Cairo,New Narges,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/renowned-hyde-park-exclusive-compound-with-unique-designs-and-luxury-amenities-four-bedrooms-118,4.0,5.0,325.0,103217.0,"Hyde Park, New Cairo, Egypt",Cairo,New Cairo,Hyde Park,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/luxurious-five-bedroom-home-in-exclusive-palm-hills-new-cairo-with-unique-designs-and-amenities-156,5.0,6.0,254.0,150000.0,"Palm Hills New Cairo, New Cairo, Egypt",Cairo,New Cairo,Palm Hills New Cairo,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/affordable-luxury-living-in-mountain-view-icity-with-unique-designs-and-amenities-141,3.0,3.0,200.0,90909.0,"Mountain View i City, New Cairo, Egypt",Cairo,New Cairo,Mountain View i City,Apartment,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-city-gate-bedrooms-5-sqm-386-property-type-villa,5.0,,386.0,114883.0,"City Gate, New Cairo, Egypt",Cairo,New Cairo,City Gate,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mountain-view-1-bedrooms-2-sqm-285-property-type-villa,2.0,,285.0,74000.0,"Mountain View 1, New Cairo, Egypt",Cairo,New Cairo,Mountain View 1,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-les-rois-bedrooms-2-sqm-500-property-type-villa,2.0,,500.0,44944.0,"Les Rois, New Cairo, Egypt",Cairo,New Cairo,Les Rois,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-moon-valley-bedrooms-2-sqm-560-property-type-villa,2.0,,560.0,67000.0,"Moon Valley, New Cairo, Egypt",Cairo,New Cairo,Moon Valley,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-villette-bedrooms-4-sqm-360-property-type-villa,4.0,,360.0,96296.0,"Villette, New Cairo, Egypt",Cairo,New Cairo,Villette,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-north-rehab-bedrooms-5-sqm-300-property-type-villa,5.0,,300.0,107692.0,"North Rehab, New Cairo, Egypt",Cairo,New Cairo,North Rehab,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-brooks-bedrooms-4-sqm-268-property-type-villa,4.0,,268.0,106776.0,"The Brooks, Katameya, Egypt",Cairo,Katameya,The Brooks,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-azzar-bedrooms-2-sqm-165-property-type-villa,2.0,,165.0,79200.0,"Azzar, New Cairo, Egypt",Cairo,New Cairo,Azzar,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-zizinia-gardens-bedrooms-3-sqm-520-property-type-villa,3.0,,520.0,81667.0,"Zizinia Gardens, New Cairo, Egypt",Cairo,New Cairo,Zizinia Gardens,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-katameya-residence-bedrooms-4-sqm-605-property-type-villa,4.0,,605.0,76119.0,"Katameya Residence, New Cairo, Egypt",Cairo,New Cairo,Katameya Residence,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-address-east-bedrooms-3-sqm-212-property-type-villa,3.0,,212.0,67568.0,"The Address East, New Cairo, Egypt",Cairo,New Cairo,The Address East,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mountain-view-hyde-park-bedrooms-3-sqm-278-property-type-villa,3.0,,278.0,66667.0,"Mountain View Hyde Park, New Cairo, Egypt",Cairo,New Cairo,Mountain View Hyde Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-city-gate-bedrooms-4-sqm-325-property-type-villa,4.0,,325.0,114883.0,"City Gate, New Cairo, Egypt",Cairo,New Cairo,City Gate,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-north-rehab-bedrooms-4-sqm-260-property-type-villa,4.0,,260.0,107692.0,"North Rehab, New Cairo, Egypt",Cairo,New Cairo,North Rehab,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hyde-park-bedrooms-4-sqm-327-property-type-villa,4.0,,327.0,103217.0,"Hyde Park, New Cairo, Egypt",Cairo,New Cairo,Hyde Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-waterway-view-bedrooms-6-sqm-500-property-type-villa,6.0,,500.0,115217.0,"The Waterway View, New Cairo, Egypt",Cairo,New Cairo,The Waterway View,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mountain-view-1-bedrooms-3-sqm-255-property-type-villa,3.0,,255.0,74000.0,"Mountain View 1, New Cairo, Egypt",Cairo,New Cairo,Mountain View 1,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-crest-bedrooms-6-sqm-460-property-type-villa,6.0,,460.0,39394.0,"The Crest, New Cairo, Egypt",Cairo,New Cairo,The Crest,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stone-park-bedrooms-2-sqm-575-property-type-villa,2.0,,575.0,67500.0,"Stone Park, Katameya, Egypt",Cairo,Katameya,Stone Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-creek-town-bedrooms-6-sqm-600-property-type-villa,6.0,,600.0,119048.0,"Creek Town, New Cairo, Egypt",Cairo,New Cairo,Creek Town,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-creek-town-bedrooms-2-sqm-600-property-type-villa,2.0,,600.0,119048.0,"Creek Town, New Cairo, Egypt",Cairo,New Cairo,Creek Town,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stei8ht-bedrooms-4-sqm-390-property-type-villa,4.0,,390.0,136774.0,"Stei8ht, New Cairo, Egypt",Cairo,New Cairo,Stei8ht,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-patio-oro-bedrooms-4-sqm-320-property-type-villa,4.0,,320.0,109873.0,"El Patio Oro, New Cairo, Egypt",Cairo,New Cairo,El Patio Oro,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stone-residence-bedrooms-6-sqm-452-property-type-villa,6.0,,452.0,80625.0,"Stone Residence, Katameya, Egypt",Cairo,Katameya,Stone Residence,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-notion-bedrooms-4-sqm-240-property-type-villa,4.0,,240.0,104167.0,"Notion, New Cairo, Egypt",Cairo,New Cairo,Notion,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-telal-east-bedrooms-3-sqm-233-property-type-villa,3.0,,233.0,75349.0,"Telal East, New Cairo, Egypt",Cairo,New Cairo,Telal East,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-creek-town-bedrooms-4-sqm-210-property-type-villa,4.0,,210.0,119048.0,"Creek Town, New Cairo, Egypt",Cairo,New Cairo,Creek Town,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-brooks-bedrooms-2-sqm-268-property-type-villa,2.0,,268.0,106776.0,"The Brooks, Katameya, Egypt",Cairo,Katameya,The Brooks,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-eastshire-bedrooms-6-sqm-265-property-type-villa,6.0,,265.0,72727.0,"Eastshire, New Cairo, Egypt",Cairo,New Cairo,Eastshire,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hayah-residence-bedrooms-6-sqm-650-property-type-villa,6.0,,650.0,150000.0,"Hayah Residence, New Cairo, Egypt",Cairo,New Cairo,Hayah Residence,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-palm-hills-katameya-extension-bedrooms-2-sqm-400-property-type-villa,2.0,,400.0,80488.0,"Palm Hills Katameya Extension, New Cairo, Egypt",Cairo,New Cairo,Palm Hills Katameya Extension,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-rivali-new-cairo-bedrooms-3-sqm-227-property-type-villa,3.0,,227.0,65217.0,"Rivali New Cairo, New Cairo, Egypt",Cairo,New Cairo,Rivali New Cairo,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stone-park-bedrooms-6-sqm-420-property-type-villa,6.0,,420.0,67500.0,"Stone Park, Katameya, Egypt",Cairo,Katameya,Stone Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-5a-by-the-waterway-bedrooms-3-sqm-266-property-type-villa,3.0,,266.0,331361.0,"5a By The Waterway, New Cairo, Egypt",Cairo,New Cairo,5a By The Waterway,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-palm-hills-katameya-extension-bedrooms-3-sqm-356-property-type-villa,3.0,,356.0,80488.0,"Palm Hills Katameya Extension, New Cairo, Egypt",Cairo,New Cairo,Palm Hills Katameya Extension,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stei8ht-bedrooms-5-sqm-390-property-type-villa,5.0,,390.0,136774.0,"Stei8ht, New Cairo, Egypt",Cairo,New Cairo,Stei8ht,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-south-of-academy-bedrooms-2-sqm-200-property-type-villa,2.0,,200.0,68125.0,"South of Academy, New Cairo, Egypt",Cairo,New Cairo,South of Academy,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stei8ht-bedrooms-6-sqm-390-property-type-villa,6.0,,390.0,136774.0,"Stei8ht, New Cairo, Egypt",Cairo,New Cairo,Stei8ht,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-hyde-park-bedrooms-3-sqm-280-property-type-villa,3.0,,280.0,103217.0,"Hyde Park, New Cairo, Egypt",Cairo,New Cairo,Hyde Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-villette-bedrooms-5-sqm-440-property-type-villa,5.0,,440.0,96296.0,"Villette, New Cairo, Egypt",Cairo,New Cairo,Villette,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-yasmeen-bedrooms-4-sqm-600-property-type-villa,4.0,,600.0,99000.0,"El Yasmeen, New Cairo, Egypt",Cairo,New Cairo,El Yasmeen,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-rivali-new-cairo-bedrooms-4-sqm-230-property-type-villa,4.0,,230.0,65217.0,"Rivali New Cairo, New Cairo, Egypt",Cairo,New Cairo,Rivali New Cairo,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-south-of-academy-bedrooms-4-sqm-300-property-type-villa,4.0,,300.0,68125.0,"South of Academy, New Cairo, Egypt",Cairo,New Cairo,South of Academy,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-one-piece-bedrooms-4-sqm-300-property-type-villa,4.0,,300.0,41775.0,"One Piece, New Cairo, Egypt",Cairo,New Cairo,One Piece,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-patio-oro-bedrooms-3-sqm-295-property-type-villa,3.0,,295.0,109873.0,"El Patio Oro, New Cairo, Egypt",Cairo,New Cairo,El Patio Oro,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-les-rois-bedrooms-3-sqm-350-property-type-villa,3.0,,350.0,44944.0,"Les Rois, New Cairo, Egypt",Cairo,New Cairo,Les Rois,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stone-park-bedrooms-4-sqm-294-property-type-villa,4.0,,294.0,67500.0,"Stone Park, Katameya, Egypt",Cairo,Katameya,Stone Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-stone-park-bedrooms-3-sqm-280-property-type-villa,3.0,,280.0,67500.0,"Stone Park, Katameya, Egypt",Cairo,Katameya,Stone Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-creek-town-bedrooms-3-sqm-210-property-type-villa,3.0,,210.0,119048.0,"Creek Town, New Cairo, Egypt",Cairo,New Cairo,Creek Town,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mountain-view-1-bedrooms-4-sqm-285-property-type-villa,4.0,,285.0,74000.0,"Mountain View 1, New Cairo, Egypt",Cairo,New Cairo,Mountain View 1,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mountain-view-hyde-park-bedrooms-4-sqm-230-property-type-villa,4.0,,230.0,66667.0,"Mountain View Hyde Park, New Cairo, Egypt",Cairo,New Cairo,Mountain View Hyde Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-yasmeen-bedrooms-5-sqm-490-property-type-villa,5.0,,490.0,99000.0,"El Yasmeen, New Cairo, Egypt",Cairo,New Cairo,El Yasmeen,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-katameya-gardens-bedrooms-5-sqm-700-property-type-villa,5.0,,700.0,85714.0,"Katameya Gardens, New Cairo, Egypt",Cairo,New Cairo,Katameya Gardens,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-katameya-gardens-bedrooms-2-sqm-900-property-type-villa,2.0,,900.0,85714.0,"Katameya Gardens, New Cairo, Egypt",Cairo,New Cairo,Katameya Gardens,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mountain-view-hyde-park-bedrooms-2-sqm-287-property-type-villa,2.0,,287.0,66667.0,"Mountain View Hyde Park, New Cairo, Egypt",Cairo,New Cairo,Mountain View Hyde Park,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-eastshire-bedrooms-5-sqm-345-property-type-villa,5.0,,345.0,72727.0,"Eastshire, New Cairo, Egypt",Cairo,New Cairo,Eastshire,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-zizinia-gardens-bedrooms-2-sqm-500-property-type-villa,2.0,,500.0,81667.0,"Zizinia Gardens, New Cairo, Egypt",Cairo,New Cairo,Zizinia Gardens,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-solana-east-bedrooms-4-sqm-240-property-type-villa,4.0,,240.0,202292.0,"Solana East, New Cairo, Egypt",Cairo,New Cairo,Solana East,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-brooks-bedrooms-6-sqm-344-property-type-villa,6.0,,344.0,106776.0,"The Brooks, Katameya, Egypt",Cairo,Katameya,The Brooks,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-rivali-new-cairo-bedrooms-5-sqm-230-property-type-villa,5.0,,230.0,65217.0,"Rivali New Cairo, New Cairo, Egypt",Cairo,New Cairo,Rivali New Cairo,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-grand-residence-bedrooms-6-sqm-710-property-type-villa,6.0,,710.0,76179.0,"Grand Residence, New Cairo, Egypt",Cairo,New Cairo,Grand Residence,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-villa-bedrooms-5-sqm-460-property-type-villa,5.0,,460.0,119239.0,"The Villa, New Cairo, Egypt",Cairo,New Cairo,The Villa,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-address-east-bedrooms-5-sqm-240-property-type-villa,5.0,,240.0,67568.0,"The Address East, New Cairo, Egypt",Cairo,New Cairo,The Address East,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-notion-bedrooms-5-sqm-240-property-type-villa,5.0,,240.0,104167.0,"Notion, New Cairo, Egypt",Cairo,New Cairo,Notion,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-el-patio-town-bedrooms-3-sqm-215-property-type-villa,3.0,,215.0,73284.0,"El Patio Town, New Cairo, Egypt",Cairo,New Cairo,El Patio Town,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-azzar-bedrooms-4-sqm-225-property-type-villa,4.0,,225.0,79200.0,"Azzar, New Cairo, Egypt",Cairo,New Cairo,Azzar,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-palm-hills-katameya-extension-bedrooms-5-sqm-580-property-type-villa,5.0,,580.0,80488.0,"Palm Hills Katameya Extension, New Cairo, Egypt",Cairo,New Cairo,Palm Hills Katameya Extension,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-the-crest-bedrooms-3-sqm-250-property-type-villa,3.0,,250.0,39394.0,"The Crest, New Cairo, Egypt",Cairo,New Cairo,The Crest,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-nest-cairo-bedrooms-5-sqm-368-property-type-villa,5.0,,368.0,89218.0,"Nest Cairo, New Cairo, Egypt",Cairo,New Cairo,Nest Cairo,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-katameya-gardens-bedrooms-3-sqm-220-property-type-villa,3.0,,220.0,85714.0,"Katameya Gardens, New Cairo, Egypt",Cairo,New Cairo,Katameya Gardens,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-grand-residence-bedrooms-5-sqm-750-property-type-villa,5.0,,750.0,76179.0,"Grand Residence, New Cairo, Egypt",Cairo,New Cairo,Grand Residence,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-solana-east-bedrooms-2-sqm-210-property-type-villa,2.0,,210.0,202292.0,"Solana East, New Cairo, Egypt",Cairo,New Cairo,Solana East,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-mivida-bedrooms-6-sqm-500-property-type-villa,6.0,,500.0,150685.0,"Mivida, New Cairo, Egypt",Cairo,New Cairo,Mivida,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-al-rehab-bedrooms-4-sqm-600-property-type-villa,4.0,,600.0,100000.0,"Al Rehab, New Cairo, Egypt",Cairo,New Cairo,Al Rehab,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-notion-bedrooms-2-sqm-162-property-type-villa,2.0,,162.0,104167.0,"Notion, New Cairo, Egypt",Cairo,New Cairo,Notion,Villa,Residential,Sale
https://www.propertysorted.com/buy/listing/ad-compound-eastshire-bedrooms-4-sqm-345-property-type-villa,4.0,,345.0,72727.0,"Eastshire, New Cairo, Egypt",Cairo,New Cairo,Eastshire,Villa,Residential,Sale
